Attracts,Bloom Description,Bloom Time,Common Name,Culture,Family,Flower,Formal Name,Fruit,Garden Uses,Height,Invasive,Leaf,Maintenance,Native Range,Noteworthy Characteristics,Other,Problems,Spread,Suggested Use,Sun,Tolerate,Type,Water,Zone
 Birds, White, March to April, Koreanspice viburnum,NA, Adoxaceae, Showy Fragrant,Viburnum carlesii, Showy,NA, 400 to 600 feet, , Good Fall, Low, Korea Japan,NA, Winter Interest,NA, 400 to 700 feet, Annual Rain Garden, Full sun to part shade, Black Walnut, Deciduous shrub, Medium, 4 to 7
 Birds, Maroon red, April to May, flowering dogwood,NA, Cornaceae, Showy,Cornus florida Purple Glory, Showy,NA, 1500 to 2000 feet, , Colorful Good Fall, Medium, Korea Japan,NA, Winter Interest,NA, 1500 to 2000 feet, Flowering Tree, Full sun to part shade, Deer Clay Soil Black Walnut, Tree, Medium, 5 to 9
 Birds, White, May to June, creeping saxifrage,NA, Saxifragaceae, Showy,Saxifraga stolonifera, Showy,NA, 050 to 150 feet, , Colorful Evergreen, Medium, China Japan South Korea,NA, Winter Interest,NA, 100 to 200 feet, Ground Cover Naturalize, Part shade to full shade, Deer Clay Soil Black Walnut, Herbaceous perennial, Medium, 6 to 9
 Butterflies, Pink with white throats, May to frost, cranesbill,NA, Geraniaceae, Showy,Geranium Orkney Cherry, Showy,NA, 050 to 100 feet, , Colorful Evergreen, Low, China Japan South Korea,NA, Winter Interest,NA, 100 to 200 feet, Ground Cover Naturalize, Full sun to part shade, Rabbit Deer, Herbaceous perennial, Medium, 5 to 8
 Hummingbirds, Lavender, July to August, hosta,NA, Asparagaceae, Showy,Hosta Elvis Lives, Showy,NA, 100 to 150 feet, , Colorful, Low, China Japan South Korea,NA, Winter Interest,NA, 100 to 300 feet, Ground Cover Naturalize, Part shade to full shade, Heavy Shade Black Walnut, Herbaceous perennial, Medium, 3 to 8
 Butterflies, Light yellowish pink, April to May, azalea,NA, Ericaceae, Showy Fragrant,Rhododendron Clarice, Showy,NA, 400 to 600 feet, , Colorful, Medium, China Japan South Korea,NA, Winter Interest,NA, 300 to 500 feet, Hedge, Part shade, Rabbit, Deciduous shrub, Medium, 5 to 8
 Butterflies, Purple, October, disanthus,NA, Hamamelidaceae, Insignificant,Disanthus cercidifolius, Showy,NA, 600 to 1000 feet, , Good Fall, Medium, China Japan,NA, Winter Interest,NA, 800 to 1000 feet, Hedge, Part shade to full shade, Heavy Shade, Deciduous shrub, Medium, 5 to 8
 Hummingbirds, Red with white throat, May to July, beardtongue,NA, Plantaginaceae, Showy,Penstemon Pensham Amelia Jane, Showy,NA, 200 to 250 feet, , Good Fall, Medium, China Japan,NA, Winter Interest,NA, 150 to 200 feet, Annual, Full sun, Deer, Herbaceous perennial, Dry to medium, 7 to 9
 Hummingbirds, Dark maroon red, September to frost, chrysanthemum,NA, Asteraceae, Showy,Chrysanthemum Yoraquel RAQUEL, Showy,NA, 150 to 200 feet, , Good Fall, Low, China Japan,NA, Winter Interest,NA, 100 to 150 feet, Annual, Full sun, Rabbit Deer, Herbaceous perennial, Medium, 5 to 9
 Hummingbirds, Pink, July to August, hydrangea,NA, Hydrangeaceae, Showy,Hydrangea Pretty Maiden, Showy,NA, 300 to 400 feet, , Good Fall, Medium, China Japan,NA, Winter Interest,NA, 400 to 500 feet, Annual, Part shade, Rabbit Deer, Deciduous shrub, Medium, 6 to 9
 Hummingbirds, White, April to August, field chickweed,NA, Caryophyllaceae, Showy,Cerastium arvense, Showy,NA, 050 to 150 feet, , Good Fall, Low, Temperate N Hemisphere,NA, Winter Interest,NA, 100 to 300 feet, Ground Cover Naturalize, Full sun, Drought Dry Soil, Herbaceous perennial, Dry, 3 to 8
 Hummingbirds, Yellow anthers male Green female, April to May, white willow,NA, Salicaceae, Showy,Salix alba, Showy,NA, 5000 to 8000 feet, , Good Fall, High, Europe northern Africa to central Asia,NA, Winter Interest,NA, 4000 to 7000 feet, Rain Garden, Full sun to part shade, Deer Erosion Clay Soil Black Walnut, Tree, Medium to wet, 2 to 8
 Hummingbirds, Nonflowering, Nonflowering, Canadian hemlock,NA, Pinaceae, Showy,Tsuga canadensis Monler EMERALD FOUNTAIN, Showy,NA, 600 to 1000 feet, , Evergreen, Low, Europe northern Africa to central Asia,NA, Winter Interest,NA, 200 to 300 feet, Hedge, Part shade to full shade, Deer Heavy Shade Black Walnut, Needled evergreen, Medium, 4 to 7
 Butterflies, Blush pink, May to frost, largeflowered climbing rose,NA, Rosaceae, Showy Fragrant,Rosa New Dawn, Showy,NA, 800 to 1200 feet, , Evergreen, Medium, Europe northern Africa to central Asia,NA, Thorns,NA, 300 to 600 feet, Hedge, Full sun to part shade, Deer Heavy Shade Black Walnut, Deciduous shrub, Medium, 5 to 9
 Butterflies, Nonflowering, Nonflowering, bracken,NA, Dennstaedtiaceae, Showy Fragrant,Pteridium aquilinum, Showy,NA, 300 to 400 feet, , Evergreen, Medium, Northern Hemisphere,NA, Thorns,NA, 400 to 500 feet, Naturalize, Full sun, Drought, Fern, Medium, 3 to 10
 Butterflies, Pale blue with white throats, May, blue star,NA, Apocynaceae, Showy Good Cut,Amsonia tabernaemontana var salicifolia, Showy,NA, 200 to 300 feet, , Good Fall, Low, Southeastern United States,NA, Thorns,NA, 200 to 300 feet, Rain Garden, Full sun to part shade, Deer Drought Clay Soil, Herbaceous perennial, Medium, 3 to 9
 Butterflies, Deep rose, August to October, showy stonecrop,NA, Crassulaceae, Showy,Hylotelephium spectabile Meteor, Showy,NA, 100 to 150 feet, , Good Fall, Low, Southeastern United States,NA, Thorns,NA, 100 to 150 feet, Rain Garden, Full sun, Drought Clay Soil Dry Soil ShallowRocky Soil, Herbaceous perennial, Dry to medium, 3 to 9
 Butterflies, Nonflowering, Nonflowering, Italian cypress,NA, Cupressaceae, Showy,Cupressus sempervirens Glauca, Showy,NA, 4000 to 6000 feet, , Evergreen, Medium, Southeastern United States,NA, Winter Interest,NA, 500 to 1000 feet, Rain Garden, Full sun, Drought Clay Soil Dry Soil ShallowRocky Soil, Needled evergreen, Medium, 7 to 10
 Butterflies, Purple and white striped, April, Spring crocus,NA, Iridaceae, Showy Good Cut,Crocus vernus Striped Beauty, Showy,NA, 025 to 050 feet, , Evergreen, Low, Southeastern United States,NA, Winter Interest,NA, 025 to 050 feet, Naturalize, Full sun to part shade, Deer Clay Soil Black Walnut, Bulb, Medium, 3 to 8
 Butterflies, Pink, May to June, Japanese snowball,NA, Adoxaceae, Showy,Viburnum plicatum f plicatum Pink Sensation, Showy,NA, 600 to 1000 feet, , Good Fall, Low, Southeastern United States,NA, Winter Interest,NA, 600 to 1200 feet, Hedge, Full sun to part shade, Drought, Deciduous shrub, Medium, 5 to 8
 Butterflies, Red pink or white with spotting and banding, Seasonal bloomer, amaryllis,NA, Amaryllidaceae, Showy,Hippeastrum group, Showy,NA, 100 to 200 feet, , Good Fall, Medium, Southeastern United States,NA, Winter Interest,NA, 075 to 100 feet, Hedge, Full sun to part shade, Drought, Bulb, Medium, 8 to 10
 Butterflies, Yellow, June to July, Dyers broom,NA, Fabaceae, Showy,Genista tinctoria, Showy,NA, 200 to 300 feet, , Good Fall, Low, Southern Europe southwestern Asia,NA, Winter Interest,NA, 200 to 300 feet, Naturalize, Full sun, Drought Dry Soil, Deciduous shrub, Dry to medium, 4 to 7
 Butterflies, Reddishpurple, April, Japanese maple,NA, Sapindaceae, Insignificant,Acer palmatum Villa Taranto, Showy,NA, 600 to 1000 feet, , Colorful Good Fall, Low, Southern Europe southwestern Asia,NA, Winter Interest,NA, 400 to 700 feet, Naturalize, Full sun to part shade, Rabbit Black Walnut, Tree, Medium, 5 to 8
 Butterflies, Greenishwhite, Rarely flowers, French tarragon,NA, Asteraceae, Insignificant,Artemisia dracunculus Sativa, Showy,NA, 150 to 300 feet, , Fragrant, Medium, Southern Europe southwestern Asia,NA, Winter Interest,NA, 150 to 200 feet, Annual Herb, Full sun, Rabbit Deer Drought Dry Soil, Herbaceous perennial, Dry to medium, 5 to 8
 Butterflies, Mahogany red rays and bronze center, August to October, sneezeweed,NA, Asteraceae, Showy Good Cut,Helenium Bruno, Showy,NA, 200 to 400 feet, , Fragrant, Medium, Southern Europe southwestern Asia,NA, Winter Interest,NA, 100 to 150 feet, Rain Garden, Full sun, Deer Wet Soil, Herbaceous perennial, Medium to wet, 3 to 8
 Butterflies, Brown, April to July, Japanese grass sedge,NA, Cyperaceae, Insignificant,Carex morrowii, Showy,NA, 100 to 150 feet, , Evergreen, Low, Southern and central Japan,NA, Winter Interest,NA, 150 to 200 feet, Ground Cover Naturalize Rain Garden, Part shade to full shade, Deer Heavy Shade Erosion Wet Soil, Rush or Sedge, Medium to wet, 5 to 9
 Butterflies, Yellow stamensgreenish styles, March to April, pussy willow,NA, Salicaceae, Showy Good Cut Good Dried,Salix discolor, Showy,NA, 600 to 1500 feet, , Evergreen, Low, North America,NA, Winter Interest,NA, 400 to 1200 feet, Hedge Rain Garden, Full sun to part shade, Deer Erosion Wet Soil Black Walnut, Deciduous shrub, Medium to wet, 4 to 8
 Birds Butterflies, White lightly tinged with pink, May, highbush blueberry,NA, Ericaceae, Showy,Vaccinium corymbosum Blue Moon, Showy Edible,NA, 1000 to 1200 feet, , Good Fall, Medium, North America,NA, Winter Interest,NA, 600 to 800 feet, Hedge, Full sun to part shade, Deer Erosion Wet Soil Black Walnut, Fruit, Medium to wet, 5 to 8
 Birds Butterflies, Nonflowering, Nonflowering, Japanese painted fern,NA, Athyriaceae, Showy,Athyrium Branford Rambler, Showy Edible,NA, 100 to 200 feet, , Good Fall, Low, North America,NA, Winter Interest,NA, 100 to 200 feet, Hedge, Part shade to full shade, Rabbit Heavy Shade, Fern, Medium, 4 to 8
 Birds Butterflies, Yellow with maroon stripes on reverses, July to August, trumpet lily,NA, Liliaceae, Showy Fragrant,Lilium Golden Splendor Group, Showy Edible,NA, 400 to 600 feet, , Good Fall, Medium, North America,NA, Winter Interest,NA, 100 to 200 feet, Hedge, Full sun to part shade, Rabbit Heavy Shade, Bulb, Medium, 4 to 8
 Birds Butterflies, Green, April, maidenhair tree,NA, Ginkgoaceae, Insignificant,Ginkgo biloba Jade Butterflies, Showy Edible,NA, 600 to 1200 feet, , Good Fall, Low, North America,NA, Winter Interest,NA, 300 to 900 feet, Hedge, Full sun, Deer Clay Soil Air Pollution, Tree, Medium, 4 to 8
 Birds Butterflies, Blue, July to September, lily of the Nile,NA, Amaryllidaceae, Showy Good Cut,Agapanthus Headbourne Hybrids, Showy Edible,NA, 200 to 300 feet, , Good Fall, Medium, North America,NA, Winter Interest,NA, 100 to 200 feet, Hedge, Full sun to part shade, Deer Clay Soil Air Pollution, Bulb, Medium, 7 to 10
 Butterflies, White, April to May, threeleaved stonecrop,NA, Crassulaceae, Showy,Sedum ternatum Alba, Showy Edible,NA, 025 to 050 feet, , Good Fall, Low, North America,NA, Winter Interest,NA, 050 to 075 feet, Ground Cover Naturalize, Full sun to part shade, Rabbit Deer Drought Air Pollution, Herbaceous perennial, Medium, 4 to 8
 Hummingbirds, Rosepurple white pink, June to frost, hyacinth bean,NA, Fabaceae, Showy Fragrant,Lablab purpureus, Showy Edible,NA, 1000 to 2000 feet, , Colorful, Low, Tropical Africa,NA, Winter Interest,NA, 300 to 600 feet, Annual Vegetable, Full sun to part shade, Drought Dry Soil, Herbaceous perennial, Medium, 10 to 11
 Butterflies, Pink with blue tint, April to May, tree peony,NA, Paeoniaceae, Showy,Paeonia suffruticosa Fen Lan Pan PINK BLUE SAUCER, Showy Edible,NA, 300 to 500 feet, , Colorful, Medium, Tropical Africa,NA, Winter Interest,NA, 300 to 400 feet, Hedge, Full sun to part shade, Rabbit Deer, Deciduous shrub, Medium, 4 to 8
 Butterflies, Blue with yellow or white eyes, April to May, woodland forgetmenot,NA, Boraginaceae, Showy,Myosotis sylvatica, Showy Edible,NA, 050 to 100 feet, , Colorful, Low, Europe,NA, Winter Interest,NA, 050 to 075 feet, Annual Rain Garden, Full sun to part shade, Rabbit Deer Wet Soil, Herbaceous perennial, Medium, 3 to 8
 Butterflies, White, April to May, David viburnum,NA, Adoxaceae, Showy,Viburnum davidii, Showy,NA, 200 to 300 feet, , Evergreen, Low, Western China,NA, Winter Interest,NA, 300 to 400 feet, Hedge, Full sun to part shade, Rabbit Deer Wet Soil, Broadleaf evergreen, Medium, 7 to 9
 Butterflies, Nonflowering, Nonflowering, dwarf Siberian pine,NA, Pinaceae, Showy,Pinus pumila Dwarf Blue, Showy,NA, 200 to 300 feet, , Colorful Evergreen, Low, Western China,NA, Winter Interest,NA, 400 to 700 feet, Hedge, Full sun, Deer, Needled evergreen, Medium, 4 to 7
 Butterflies, Yellowishgreen, April to May, sweet gum,NA, Altingiaceae, Insignificant,Liquidambar acalycina, Showy,NA, 3000 to 5000 feet, , Good Fall, Low, China,NA, Winter Interest,NA, 2000 to 3000 feet, Shade Tree, Full sun, Deer, Tree, Medium, 6 to 9
 Butterflies, White, June to September, clematis,NA, Ranunculaceae, Showy,Clematis John Huxtable, Showy,NA, 800 to 1200 feet, , Good Fall, Medium, China,NA, Winter Interest,NA, 300 to 600 feet, Shade Tree, Full sun to part shade, Deer Black Walnut, Vine, Medium, 4 to 9
 Butterflies, Dark purple, August to September, lily turf,NA, Asparagaceae, Showy,Liriope muscari Royal Purple, Showy,NA, 075 to 150 feet, , Good Fall, Low, China,NA, Winter Interest,NA, 075 to 150 feet, Naturalize, Full sun to part shade, Rabbit Deer Drought Erosion Air Pollution, Herbaceous perennial, Medium, 5 to 10
 Hummingbirds Butterflies, White, April, common lilac,NA, Oleaceae, Showy Fragrant Good Cut,Syringa vulgaris Avalanche, Showy,NA, 700 to 900 feet, , Good Fall, Low, China,NA, Winter Interest,NA, 700 to 900 feet, Hedge, Full sun, Deer Clay Soil, Tree, Medium, 4 to 7
 Butterflies, Red and white striped, May to frost, floribunda rose,NA, Rosaceae, Showy Fragrant,Rosa Wekplapep SCENTIMENTAL, Showy,NA, 300 to 400 feet, , Good Fall, Medium, China,NA, Thorns,NA, 300 to 400 feet, Hedge, Full sun, Deer Clay Soil, Deciduous shrub, Medium, 4 to 9
 Butterflies, Pink lavender, May, violet wood sorrel,NA, Oxalidaceae, Showy,Oxalis violacea, Showy,NA, 050 to 075 feet, , Good Fall, Low, North America,NA, Thorns,NA, 050 to 075 feet, Herb Naturalize, Full sun to part shade, Deer Clay Soil, Herbaceous perennial, Medium, 5 to 9
 Hummingbirds, Pinkishwhite, August to September, hosta,NA, Asparagaceae, Showy,Hosta High Society, Showy,NA, 050 to 100 feet, , Colorful, Low, North America,NA, Thorns,NA, 100 to 150 feet, Herb Naturalize, Part shade to full shade, Heavy Shade Black Walnut, Herbaceous perennial, Medium, 3 to 8
 Hummingbirds, Creamy white, July to August, plume poppy,NA, Papaveraceae, Showy,Macleaya cordata, Showy,NA, 500 to 800 feet, , Colorful, Low, China Japan Taiwan,NA, Thorns,NA, 200 to 400 feet, Herb Naturalize, Full sun to part shade, Heavy Shade Black Walnut, Herbaceous perennial, Medium, 3 to 8
 Butterflies, Plum, July to September, hardy hibiscus,NA, Malvaceae, Showy,Hibiscus Plum Crazy, Showy,NA, 300 to 400 feet, , Colorful, Low, China Japan Taiwan,NA, Thorns,NA, 200 to 400 feet, Annual Rain Garden, Full sun, Deer Wet Soil, Herbaceous perennial, Medium to wet, 4 to 9
 Butterflies, Purplered to plumpurple, December to January, hellebore,NA, Ranunculaceae, Showy,Helleborus orientalis subsp abchasicus Early Purple Group, Showy,NA, 100 to 150 feet, , Colorful, Low, Northwestern Balkans,NA, Winter Interest,NA, 100 to 150 feet, Annual Rain Garden, Part shade to full shade, Deer Heavy Shade Dry Soil ShallowRocky Soil Air Pollution, Herbaceous perennial, Medium, 5 to 9
 Butterflies, White with purple and yellow interior spotting, May to June, catalpa,NA, Bignoniaceae, Showy,Catalpa speciosa, Showy,NA, 4000 to 7000 feet, , Colorful, Medium, United States,NA, Winter Interest,NA, 2000 to 5000 feet, Shade Tree Rain Garden, Full sun to part shade, Deer Drought Clay Soil Air Pollution, Tree, Medium to wet, 4 to 8
 Butterflies, Green and purple spathe with white stripes, April, arisaema,NA, Araceae, Showy,Arisaema serratum, Showy,NA, 300 to 400 feet, , Colorful, Medium, Japan Korea Russian Far East,NA, Winter Interest,NA, 100 to 150 feet, Rain Garden, Part shade to full shade, Heavy Shade, Herbaceous perennial, Medium to wet, 5 to 9
 Butterflies, White, Seasonal bloomer, meyer lemon,NA, Rutaceae, Showy,Citrus  meyeri, Showy Edible,NA, 600 to 1000 feet, , Evergreen, Medium, Japan Korea Russian Far East,NA, Winter Interest,NA, 400 to 800 feet, Rain Garden, Full sun to part shade, Heavy Shade, Broadleaf evergreen, Medium, 9 to 11
 Butterflies, Cotton candy pink, June to August, betony,NA, Lamiaceae, Showy,Stachys officinalis Pink Cotton Candy, Showy Edible,NA, 150 to 200 feet, , Evergreen, Low, Japan Korea Russian Far East,NA, Winter Interest,NA, 150 to 200 feet, Naturalize, Full sun, Deer Black Walnut, Herbaceous perennial, Medium, 4 to 8
 Butterflies, Lavender, August to September, big blue lilyturf,NA, Asparagaceae, Showy,Liriope muscari, Showy Edible,NA, 100 to 150 feet, , Evergreen, Low, China Taiwan Japan,NA, Winter Interest,NA, 075 to 100 feet, Naturalize, Full sun to part shade, Rabbit Deer Drought Erosion Air Pollution, Herbaceous perennial, Medium, 5 to 10
 Butterflies, Orange with orangeyellow stamens, May to July, avens,NA, Rosaceae, Showy,Geum coccineum Cooky, Showy Edible,NA, 050 to 100 feet, , Evergreen, Low, China Taiwan Japan,NA, Winter Interest,NA, 050 to 075 feet, Naturalize, Full sun to part shade, Deer, Herbaceous perennial, Medium, 5 to 7
 Birds Butterflies, Rosered to white, June to October, avens,NA, Polygonaceae, Showy,Bistorta amplexicaulis, Showy Edible,NA, 300 to 400 feet, , Evergreen, Low, West Himalaya,NA, Winter Interest,NA, 300 to 400 feet, Naturalize, Full sun to part shade, Deer, Herbaceous perennial, Medium, 4 to 7
 Butterflies, Yellow, September to October, rough goldenrod,NA, Asteraceae, Showy,Solidago rugosa Fireworks, Showy Edible,NA, 250 to 300 feet, , Evergreen, Low, West Himalaya,NA, Winter Interest,NA, 250 to 300 feet, Rain Garden, Full sun, Deer Clay Soil Wet Soil, Herbaceous perennial, Medium to wet, 4 to 8
 Butterflies, Sky blue, June to July, oliveleaved gromwell ,NA, Boraginaceae, Showy,Lithodora oleifolia, Showy Edible,NA, 050 to 075 feet, , Evergreen, Medium, Eastern Pyrenees,NA, Winter Interest,NA, 050 to 100 feet, Naturalize, Full sun, Deer Clay Soil Wet Soil, Herbaceous perennial, Medium, 6 to 8
 Birds, Blue, May to June, perennial flax,NA, Linaceae, Showy,Linum perenne Appar, Showy Edible,NA, 100 to 300 feet, , Evergreen, Low, Eastern Pyrenees,NA, Winter Interest,NA, 200 to 250 feet, Naturalize, Full sun, Deer Drought, Herbaceous perennial, Dry to medium, 3 to 9
 Birds, Pink bracts, June to August, Siam tulip,NA, Zingiberaceae, Showy,Curcuma alismatifolia Pink, Showy Edible,NA, 150 to 200 feet, , Evergreen, Medium, Eastern Pyrenees,NA, Winter Interest,NA, 100 to 150 feet, Naturalize, Full sun to part shade, Deer Drought, Herbaceous perennial, Medium, 8 to 10
 Birds, White, June to July, coral bells,NA, Saxifragaceae, Showy,Heuchera Tara, Showy Edible,NA, 075 to 150 feet, , Colorful, Medium, Eastern Pyrenees,NA, Winter Interest,NA, 050 to 100 feet, Naturalize, Full sun to part shade, Deer Drought, Herbaceous perennial, Medium, 4 to 9
 Birds, Red, March, red maple,NA, Sapindaceae, Showy,Acer rubrum Sun Valley, Showy Edible,NA, 2000 to 3500 feet, , Good Fall, Low, Eastern Pyrenees,NA, Winter Interest,NA, 1500 to 2500 feet, Shade Tree Street Tree Rain Garden, Full sun to part shade, Wet Soil Air Pollution, Tree, Medium to wet, 4 to 7
